STABBREV,STATNAM,POP1980,POP1990,POP2000,POP2010,POP2020
OK,Oklahoma,12711,11347,10227,9446,8509
AL,Alabama,15012,12759,11861,10591,8511
MN,Minnesota,8761,8309,8423,8695,8524
VA,Virginia,7995,8348,9207,8978,8533
MO,Missouri,7961,8598,9542,9723,8553
TX,Texas,7266,7973,8854,9054,8560
MS,Mississippi,10021,9678,10312,9878,8587
AR,Arkansas,15539,13053,12580,10424,8600
WY,Wyoming,11975,8145,8807,8667,8605
GA,Georgia,7011,7163,8270,9123,8610
TX,Texas,11367,10433,10248,9996,8615
MT,Montana,5448,5989,6851,7691,8623
KS,Kansas,12128,10289,10332,9409,8624
OK,Oklahoma,10923,9103,9089,8878,8624
IA,Iowa,10313,9070,9422,8898,8634
MO,Missouri,10238,9470,10344,10881,8635
MO,Missouri,9716,9104,9311,8840,8666
SD,South Dakota,9255,8576,8849,8347,8673
GA,Georgia,8841,8247,8575,8340,8674
KY,Kentucky,6490,6624,8080,8314,8680
KY,Kentucky,4842,5393,7870,8589,8690
CA,California,8610,9678,9449,9686,8700
IN,Indiana,10218,9441,9421,8854,8719
WY,Wyoming,4548,4843,5920,10247,8728
ID,Idaho,10390,8505,8930,8761,8734
GA,Georgia,9466,8908,10076,9429,8735
OK,Oklahoma,13443,11470,11976,11943,8735
NM,New Mexico,10577,10823,10155,9041,8746
IA,Iowa,11692,10034,10020,9243,8751
GA,Georgia,7682,7008,8577,9255,8766
IA,Iowa,12119,10045,10366,9336,8771
MO,Missouri,8660,8380,8969,9424,8815
MI,Michigan,9225,8972,9862,9601,8842
GA,Georgia,10368,10228,10220,9563,8877
KY,Kentucky,9219,9062,9804,9519,8888
LA,Louisiana,12287,11065,10920,10407,8906
VA,Virginia,6952,7273,8809,9254,8923
MT,Montana,11805,9505,9059,8966,8940
MT,Montana,5598,6536,8195,9117,8963
NE,Nebraska,9769,9715,9747,9188,8968
MS,Mississippi,10148,10356,10453,10456,8988
KY,Kentucky,9207,9196,9384,9315,8990
TX,Texas,9088,8016,9698,9403,8990
IA,Iowa,12721,10669,10147,9421,8996
GA,Georgia,9510,8703,9504,8930,9006
NE,Nebraska,11664,10117,10203,9139,9013
KS,Kansas,12494,11023,10268,9533,9032
MN,Minnesota,13027,10993,10155,9439,9040
NV,Nevada,8167,9264,9181,10030,9080
KY,Kentucky,7742,7864,8392,8565,9095
TX,Texas,9926,9010,9674,9630,9101
IA,Iowa,9104,8312,8541,8753,9110
MS,Mississippi,12279,11370,11831,9604,9135
GA,Georgia,9057,9010,9369,8729,9147
KY,Kentucky,10090,9628,9938,9531,9152
MI,Michigan,7492,8936,10315,9765,9153
KS,Kansas,10275,9702,9647,9656,9157
NC,North Carolina,9705,9414,10381,10153,9172
WI,Wisconsin,9044,8776,10024,9304,9179
GA,Georgia,12017,10653,10970,9315,9185
GA,Georgia,8660,8329,8560,9980,9189
TX,Texas,4154,5360,6809,8490,9205
KY,Kentucky,9321,9135,9634,10272,9253
MO,Missouri,8622,8457,9652,9805,9284
IL,Illinois,11318,10609,10117,9698,9287
SD,South Dakota,7328,8352,9050,9612,9319
OK,Oklahoma,11486,9992,10569,10536,9320
MT,Montana,8186,8424,9202,9246,9371
SD,South Dakota,9680,9131,9350,9129,9373
IA,Iowa,13336,11569,11027,10302,9388
CO,Colorado,7308,7619,9322,9088,9397
MT,Montana,12518,10278,9417,9298,9421
MN,Minnesota,11690,10491,9895,9596,9424
KS,Kansas,11900,10610,10761,10083,9427
NE,Nebraska,9301,8862,9403,9124,9429
OK,Oklahoma,9840,10333,10692,11154,9444
NE,Nebraska,10057,9494,9830,9998,9468
IA,Iowa,11114,9809,9932,9566,9469
KS,Kansas,11955,11128,10724,9984,9508
SC,South Carolina,7797,8868,9958,10233,9526
MN,Minnesota,13653,11684,11080,10438,9528
ID,Idaho,8292,7937,9171,9285,9530
MO,Missouri,11084,10726,10697,10630,9537
TX,Texas,7573,8681,8866,9232,9546
AZ,Arizona,11406,8008,8547,8437,9563
GA,Georgia,21732,16934,14882,11267,9565
GA,Georgia,10951,10597,10687,10593,9565
KS,Kansas,8234,8254,9570,9656,9591
IA,Iowa,12246,10756,10381,9815,9597
LA,Louisiana,10761,9810,10560,10132,9645
GA,Georgia,8988,8649,9931,9538,9666
UT,Utah,8241,6620,8485,9225,9669
TX,Texas,11666,12162,11600,11677,9670
MN,Minnesota,11322,10634,10053,9726,9671
VA,Virginia,7881,7825,9017,10052,9675
NE,Nebraska,9858,9364,9851,9595,9697
MN,Minnesota,10703,9806,9721,9687,9704
TX,Texas,10360,9984,10941,10546,9725
IN,Indiana,7153,7738,9065,10613,9737
IA,Iowa,8612,8287,9133,9286,9748
LA,Louisiana,12922,12093,12314,11604,9751
ND,North Dakota,12383,10457,9311,8962,9771
MS,Mississippi,9652,8164,9227,10778,9782
MO,Missouri,11959,10536,10432,10261,9808
ND,North Dakota,7679,7021,6631,7673,9809
IN,Indiana,11001,10369,10369,10334,9812
IA,Iowa,14118,12324,11529,10350,9814
MS,Mississippi,13366,12388,12189,10925,9822
UT,Utah,11451,10332,10860,10976,9825
TX,Texas,12517,12918,13120,11782,9831
AR,Arkansas,9685,10205,10996,11233,9836
MN,Minnesota,12920,10724,11956,9783,9838
GA,Georgia,8950,8108,9588,12010,9855
TX,Texas,11038,9863,10016,10269,9869
GA,Georgia,5654,5531,7241,10078,9877
TX,Texas,8702,9586,10469,10834,9894
TX,Texas,11872,11294,11495,10501,9900
MS,Mississippi,10300,10222,10294,10253,9926
IA,Iowa,13542,11508,11115,9670,9927
CO,Colorado,9682,8954,9841,10043,9988
MN,Minnesota,13690,11677,11268,10266,9989
MS,Mississippi,9776,9237,10769,10597,9998
TX,Texas,9588,9128,9006,10223,10015
LA,Louisiana,15975,12463,13728,12093,10017
AR,Arkansas,7266,7969,10209,10445,10019
IA,Iowa,13036,11364,10704,10680,10019
MO,Missouri,10901,10233,10494,10211,10032
IA,Iowa,12921,11624,11400,10511,10033
KS,Kansas,12787,11705,10965,10117,10038
AK,Alaska,6537,8288,9196,9492,10046
NE,Nebraska,13552,12599,11551,10435,10127
OK,Oklahoma,7469,8157,8831,9423,10146
MO,Missouri,10008,9631,10212,10144,10151
MI,Michigan,9740,10145,11719,10942,10167
AR,Arkansas,10373,10086,11303,11291,10171
AR,Arkansas,17793,15713,14117,11800,10208
TX,Texas,9582,10024,11006,10752,10218
SD,South Dakota,8372,7914,9094,10110,10243
OK,Oklahoma,10356,10032,10513,10957,10272
KS,Kansas,11211,10446,10717,10178,10273
SD,South Dakota,10911,9914,10016,10149,10280
MS,Mississippi,13212,12604,12548,11545,10285
KY,Kentucky,9484,8963,10037,10099,10286
AL,Alabama,13253,12658,13473,11299,10311
IA,Iowa,13413,12076,11771,10740,10330
MO,Missouri,8911,8476,9626,10167,10355
NC,North Carolina,5829,5904,6885,9980,10355
AL,Alabama,10596,11042,11714,10914,10357
TX,Texas,6893,7802,9458,10605,10359
AL,Alabama,11377,11063,12202,11539,10387
IL,Illinois,11062,10670,11253,11048,10450
MT,Montana,8099,8080,9552,10078,10473
NC,North Carolina,8875,9305,10516,12197,10478
ID,Idaho,8803,8550,9977,10198,10500
KY,Kentucky,14882,13642,12401,11310,10513
IN,Indiana,9820,9914,10743,10713,10526
AR,Arkansas,13803,11793,12600,11508,10545
NE,Nebraska,13877,12270,11793,10939,10545
ND,North Dakota,15371,13840,12389,11119,10563
IA,Iowa,12329,10928,10874,10776,10565
MO,Missouri,10301,10619,12029,12363,10567
NE,Nebraska,9890,9139,10441,10515,10582
VA,Virginia,8864,8689,9989,11151,10599
AL,Alabama,14755,13568,13183,11670,10600
IA,Iowa,11983,10935,11353,10954,10623
VA,Virginia,7719,8653,9932,10959,10625
IA,Iowa,13010,12122,11723,10866,10679
MO,Missouri,12458,12303,13509,14100,10679
NE,Nebraska,12615,11705,11448,11055,10702
GA,Georgia,8428,8724,10495,11000,10774
MT,Montana,10467,10999,10620,10425,10794
IA,Iowa,13833,12638,12100,11341,10795
KY,Kentucky,9270,9292,10155,10811,10810
OK,Oklahoma,11773,10997,11667,11572,10812
VA,Virginia,10874,10248,12504,12087,10829
MI,Michigan,10178,10674,11943,11113,10834
IA,Iowa,12055,11592,12183,11387,10837
NE,Nebraska,13696,13130,12158,11308,10842
ND,North Dakota,13960,12545,11775,11066,10853
GA,Georgia,13158,11854,12354,11008,10854
WA,Washington,9604,8864,10184,10570,10876
NC,North Carolina,9587,9590,10677,11155,10888
MN,Minnesota,13043,10415,11058,10866,10905
VA,Virginia,10129,10896,11567,11391,10919
LA,Louisiana,9827,9874,10525,11203,10920
OK,Oklahoma,11573,11045,11411,11561,10924
OK,Oklahoma,13798,11441,11508,11629,10924
MO,Missouri,11277,11543,13259,13521,10974
GA,Georgia,8046,8634,10847,14333,10975
WV,West Virginia,10210,10428,11299,11937,10976
GA,Georgia,7518,7744,9577,10998,10981
NC,North Carolina,14801,13997,13723,13228,11003
MO,Missouri,8222,9967,11597,12892,11029
AK,Alaska,4199,5979,7385,9430,11031
SD,South Dakota,10724,10550,11276,11200,11059
NC,North Carolina,6619,7155,8775,10587,11089
KY,Kentucky,11043,10371,11518,11258,11107
GA,Georgia,9379,9566,10103,11096,11140
GA,Georgia,10826,9901,11525,14918,11208
MN,Minnesota,12361,11682,11876,11211,11253
KY,Kentucky,8924,9035,10547,10841,11278
KY,Kentucky,13925,12526,12578,12929,11287
MN,Minnesota,11657,10745,11236,10995,11308
OK,Oklahoma,11125,11551,11814,12191,11310
MS,Mississippi,13846,14051,13962,12487,11321
MO,Missouri,11537,11355,12136,12236,11322
TX,Texas,9606,9556,12309,11531,11335
KY,Kentucky,12353,11401,11756,10963,11338
IL,Illinois,13713,13111,12937,11947,11361
TX,Texas,4681,5972,8418,10497,11374
VA,Virginia,15743,14159,11560,12243,11391
AR,Arkansas,19760,16798,15341,13008,11395
GA,Georgia,6520,8628,11012,11834,11412
TN,Tennessee,10857,10472,11731,11757,11435
MT,Montana,13076,12083,11893,11586,11446
MT,Montana,12243,10716,9667,9746,11491
MS,Mississippi,9864,10865,12138,12250,11511
MN,Minnesota,14854,12694,12167,11687,11517
WY,Wyoming,11896,10525,11461,11668,11521
VA,Virginia,12266,11688,12472,12586,11529
CO,Colorado,10511,10770,12413,11982,11539
OK,Oklahoma,11010,10940,11792,12769,11561
NM,New Mexico,8454,9912,13270,11988,11576
MO,Missouri,11594,11876,13084,13684,11578
TX,Texas,16101,14317,14314,12860,11587
AL,Alabama,15884,14054,14089,13228,11597
ND,North Dakota,13048,12681,12066,11451,11605
TN,Tennessee,6137,5920,7259,7870,11615
TN,Tennessee,9398,9297,10984,11638,11617
ID,Idaho,2897,3439,5999,10170,11630
MI,Michigan,13635,13175,13138,11817,11631
KY,Kentucky,13515,13077,13332,13333,11637
MO,Missouri,11292,11312,12541,12402,11637
TX,Texas,13976,13115,10909,10658,11644
IA,Iowa,16238,14098,13035,12072,11658
IL,Illinois,14479,12846,13180,12640,11742
ID,Idaho,5604,6109,7651,9862,11746
IA,Iowa,15043,13230,13173,12167,11746
UT,Utah,5530,5817,8238,10246,11786
KS,Kansas,13522,12888,13361,12660,11823
TX,Texas,14581,13218,12761,12651,11831
VA,Virginia,9828,10524,12259,12330,11839
MT,Montana,13109,11697,11696,11699,11867
MO,Missouri,15495,13885,13754,12761,11874
ID,Idaho,8272,8392,10644,11526,11913
IA,Iowa,12896,11952,11763,11581,11934
VA,Virginia,12124,11419,13146,12914,11936
WV,West Virginia,15875,14204,12999,13927,11959
TX,Texas,14629,13200,13048,12934,11973
IL,Illinois,16661,15317,14761,13886,11985
CO,Colorado,13070,13347,14483,12551,11999
IA,Iowa,15437,13295,13095,12439,12012
MS,Mississippi,12518,12458,13258,12929,12016
AR,Arkansas,13952,13966,13628,13171,12026
KY,Kentucky,10764,10441,10916,11717,12027
WA,Washington,7919,8289,9872,11066,12036
ID,Idaho,7289,8332,9871,10972,12056
MN,Minnesota,17571,16299,14355,13311,12062
AR,Arkansas,9975,10037,11642,12245,12075
GA,Georgia,14003,13114,14074,14740,12082
MT,Montana,7029,7939,10049,11406,12085
MI,Michigan,7711,8583,11333,11539,12096
IN,Indiana,15570,14067,14048,12766,12112
FL,Florida,5992,7591,10576,12884,12126
KY,Kentucky,9962,10357,11644,12161,12126
GA,Georgia,7684,8991,12495,12630,12130
IA,Iowa,13858,12750,12309,12534,12138
TX,Texas,4839,6715,9139,10914,12164
OR,Oregon,7519,7625,10995,11173,12186
ND,North Dakota,12177,12772,13674,13937,12187
TX,Texas,13254,13569,15072,14445,12217
KY,Kentucky,11874,10940,11971,12460,12243
IN,Indiana,13465,12509,12837,12845,12250
NC,North Carolina,10398,11372,12934,13144,12276
VA,Virginia,14625,13061,13093,12389,12282
UT,Utah,4917,5528,7129,9469,12295
IL,Illinois,11700,11164,12486,12705,12297
IA,Iowa,15511,13743,13721,12887,12317
IA,Iowa,14366,12029,12369,12453,12329
AL,Alabama,16908,16174,14798,13763,12345
AR,Arkansas,9022,9775,11499,12394,12359
KY,Kentucky,11064,11245,13010,12690,12371
WV,West Virginia,12873,12406,14583,13502,12376
NM,New Mexico,13667,12925,14189,13750,12387
MT,Montana,8675,8669,10227,11413,12400
WV,West Virginia,13894,12998,14702,14523,12447
FL,Florida,7661,8967,11057,11549,12451
TX,Texas,16184,14349,14985,13833,12456
VA,Virginia,,,11566,12150,12460
TX,Texas,9275,9904,11549,12401,12464
GA,Georgia,11445,11000,11794,16500,12477
MS,Mississippi,13139,12033,13051,12678,12481
GA,Georgia,5638,6754,9319,10471,12493
WY,Wyoming,12040,12373,12538,13249,12498
IN,Indiana,13258,12643,13755,13402,12514
GA,Georgia,7343,8496,10282,12171,12518
KS,Kansas,15654,14638,14385,13371,12526
MO,Missouri,15726,14442,13427,14358,12577
TN,Tennessee,9700,9247,11367,12161,12582
GA,Georgia,10767,10430,11666,13063,12583
MN,Minnesota,14941,13228,13088,12441,12598
MO,Missouri,10725,11127,11800,12226,12626
KY,Kentucky,13473,13232,13060,12984,12649
AL,Alabama,16839,16018,15922,13859,12665
MS,Mississippi,17157,15210,14903,15378,12715
MS,Mississippi,13369,13328,13599,13131,12720
KY,Kentucky,10025,9692,11085,11591,12750
TN,Tennessee,7431,8033,11086,11753,12758
AR,Arkansas,13459,13569,14300,13789,12785
OH,Ohio,11584,11098,12806,13435,12800
TX,Texas,15931,15121,14676,13535,12887
AR,Arkansas,13369,13690,14492,14134,12941
IA,Iowa,16319,14269,14334,13229,12943
KY,Kentucky,11996,11955,13495,13494,12955
UT,Utah,8970,11333,12405,12503,12975
LA,Louisiana,16387,15979,15752,14353,12981
MI,Michigan,14267,13743,14411,13376,12982
MI,Michigan,9465,12260,14273,14074,12988
NC,North Carolina,9486,10447,11368,13453,13005
KY,Kentucky,14832,13955,14120,13621,13017
IL,Illinois,15084,13437,13695,13642,13042
TX,Texas,18669,15072,14709,13977,13045
KY,Kentucky,14545,13029,14092,13870,13080
IL,Illinois,19492,16269,16038,14666,13086
AK,Alaska,9939,13309,13913,13592,13101
MT,Montana,11096,11337,12671,12865,13124
IA,Iowa,16932,15128,14684,13956,13127
KY,Kentucky,11101,11686,13237,12613,13129
ID,Idaho,19226,13931,13771,12765,13169
AL,Alabama,14110,13635,13665,13906,13194
CA,California,8577,9956,12853,14202,13195
KS,Kansas,11644,11525,12657,13462,13232
VA,Virginia,8405,8787,11400,12690,13265
MS,Mississippi,15664,14908,15069,14962,13266
MO,Missouri,12014,12018,13062,13878,13274
IL,Illinois,15283,14460,14560,13815,13288
CO,Colorado,13133,11357,13184,13795,13292
IL,Illinois,9624,11347,12878,12582,13308
SC,South Carolina,18118,16902,16658,15987,13311
WI,Wisconsin,14309,13584,13804,13587,13317
CO,Colorado,3664,5345,9898,12084,13359
OK,Oklahoma,14338,13023,14154,14003,13367
OH,Ohio,17382,15497,15180,14642,13385
ID,Idaho,10813,10937,11819,13242,13388
WA,Washington,8580,8915,11732,13001,13401
TX,Texas,10649,10931,12940,13664,13455
VA,Virginia,,,15416,13821,13485
TN,Tennessee,13787,13362,14332,13703,13529
MS,Mississippi,9827,10220,13299,14400,13530
IL,Illinois,15265,14275,14241,14081,13534
AR,Arkansas,10768,11364,13249,13696,13577
TX,Texas,12617,13381,14026,13974,13594
TX,Texas,9450,11445,13779,14585,13602
FL,Florida,9294,11011,13017,14625,13648
TN,Tennessee,8665,9479,12370,13324,13657
KY,Kentucky,17821,16557,15637,15007,13668
SD,South Dakota,,,,,13672
NC,North Carolina,12558,13506,14526,14793,13708
TX,Texas,10992,11859,12905,13544,13708
KY,Kentucky,17004,15703,16100,13878,13718
KY,Kentucky,12103,11648,13948,13923,13726
WY,Wyoming,14069,11128,12052,13833,13751
LA,Louisiana,17253,16269,16894,15313,13755
IL,Illinois,15472,14965,15148,14716,13761
MT,Montana,10628,12121,13247,13399,13778
OH,Ohio,14241,14194,14897,15054,13802
IN,Indiana,14844,13551,14566,14244,13830
VA,Virginia,10232,11949,12520,13308,13837
IL,Illinois,17864,16522,15371,14665,13877
MS,Mississippi,13761,14352,15156,15443,13884
TX,Texas,6628,9279,12182,14018,13889
OK,Oklahoma,12147,12042,12623,13488,13904
TN,Tennessee,14941,13378,14532,14586,13911
MN,Minnesota,19714,16937,16181,14553,13921
AK,Alaska,11316,13828,14070,13477,13948
AL,Alabama,16453,15715,15904,14564,13972
MN,Minnesota,15258,13306,13584,13930,13992
FL,Florida,8761,10930,13327,14799,14004
WV,West Virginia,15952,15120,15446,14926,14028
WI,Wisconsin,15788,15600,15822,14159,14054
IA,Iowa,15108,13855,14675,14330,14061
KY,Kentucky,9384,10361,12597,14339,14061
MN,Minnesota,14192,13154,13713,13843,14065
GA,Georgia,14043,13842,15374,14593,14067
OK,Oklahoma,15014,14104,14950,15029,14107
OH,Ohio,11310,11336,14058,14645,14115
NC,North Carolina,10283,11268,12968,13981,14117
SC,South Carolina,12206,12753,15185,15175,14119
VA,Virginia,19806,17620,16395,15903,14124
NE,Nebraska,14798,14428,14598,13665,14125
OK,Oklahoma,12748,12778,13879,14182,14143
KY,Kentucky,14495,14614,15307,14672,14163
IL,Illinois,14990,14752,15161,15429,14169
LA,Louisiana,17095,17405,16851,17195,14170
IA,Iowa,16972,15444,15102,14398,14182
MO,Missouri,11894,12093,13733,13982,14188
WI,Wisconsin,15589,15079,15347,14755,14188
FL,Florida,10658,11504,13332,15863,14192
ID,Idaho,8895,9232,11329,12786,14194
OK,Oklahoma,17203,15302,15342,15205,14204
MS,Mississippi,15077,14798,16182,16491,14209
AL,Alabama,13703,13252,14254,13932,14236
KY,Kentucky,17940,17906,17649,16346,14251
MA,Massachusetts,5087,6012,9520,10172,14255
NE,Nebraska,13131,12715,13843,14200,14292
WV,West Virginia,10030,10977,12669,14025,14299
IA,Iowa,17668,15731,15305,14867,14334
KS,Kansas,15969,14966,15379,15173,14360
MI,Michigan,19686,18052,17370,16427,14380
MO,Missouri,14517,13702,14927,15657,14421
WV,West Virginia,21874,19258,17693,16583,14442
OH,Ohio,18152,16085,15856,15864,14483
IA,Iowa,13406,13202,14547,15059,14484
TN,Tennessee,10234,10467,12826,13801,14506
FL,Florida,10703,11296,12902,14761,14510
UT,Utah,12253,12621,14413,14746,14518
IL,Illinois,14546,13930,14287,14846,14526
WY,Wyoming,21896,16659,15639,15885,14537
AR,Arkansas,20616,18107,17609,16083,14552
CO,Colorado,14897,13765,15207,15507,14555
PA,Pennsylvania,12842,13837,14261,14845,14556
MO,Missouri,15739,14592,14558,15195,14557
IA,Iowa,16348,14730,15666,14928,14582
GA,Georgia,7553,8453,11426,13900,14588
KY,Kentucky,10989,12036,14390,14877,14644
VA,Virginia,,,10377,12332,14658
ND,North Dakota,7132,6383,5737,6360,14704
TX,Texas,13593,12455,15446,14824,14710
MN,Minnesota,20401,17673,17154,15730,14723
TX,Texas,17359,16594,15802,15216,14738
IL,Illinois,18896,17577,17384,16430,14739
TX,Texas,15801,15852,13137,13783,14748
VA,Virginia,12204,12778,14445,15020,14775
GA,Georgia,11473,12032,12684,15068,14779
VA,Virginia,9965,12101,12652,14034,14783
AL,Alabama,15604,15498,17185,15760,14785
LA,Louisiana,17004,13662,14282,14890,14791
MO,Missouri,13181,14006,15342,15222,14794
GA,Georgia,8929,9763,12635,14899,14825
IA,Iowa,21891,18591,17163,15543,14828
MN,Minnesota,15448,14366,15356,15226,14836
KY,Kentucky,11922,11679,13373,14193,14867
NC,North Carolina,14428,14433,15687,15579,14903
TN,Tennessee,9478,9669,12367,12876,14913
SD,South Dakota,13689,13186,13537,13864,14967
TX,Texas,13352,13039,14391,14075,14988
MI,Michigan,14706,14931,17269,15899,15002
LA,Louisiana,17321,15705,15397,16274,15031
IA,Iowa,17862,16071,16438,15673,15039
NM,New Mexico,7491,10285,16911,16383,15045
MI,Michigan,10009,12147,14478,14849,15052
AL,Alabama,12595,12730,14123,14972,15056
KY,Kentucky,12323,12292,13792,14348,15082
OK,Oklahoma,14187,13212,13926,15034,15184
TX,Texas,14618,14675,16809,15507,15193
MO,Missouri,16313,15345,15762,15566,15209
IA,Iowa,19063,16870,16976,15932,15211
VA,Virginia,28442,24846,12926,16250,15223
IL,Illinois,17807,15972,15452,16833,15280
LA,Louisiana,12186,12915,15111,15625,15310
OK,Oklahoma,10550,10829,13184,15840,15312
MN,Minnesota,12574,15026,16338,15629,15331
VA,Virginia,16579,16278,17917,15533,15333
IN,Indiana,16819,16119,16577,15936,15359
AL,Alabama,16821,16694,18097,17581,15388
MN,Minnesota,19341,17254,16815,16059,15425
VA,Virginia,,,11998,14068,15425
IN,Indiana,18229,16773,16788,16212,15439
IL,Illinois,16913,15921,17008,16335,15455
WV,West Virginia,16639,15699,15557,16589,15465
MO,Missouri,12068,12298,14827,15607,15473
IN,Indiana,12377,14080,14957,15242,15475
VA,Virginia,11563,12005,13874,15279,15476
IL,Illinois,18108,16516,16798,16561,15516
OK,Oklahoma,15310,15575,16612,16577,15553
WI,Wisconsin,11672,12321,15832,15404,15592
ID,Idaho,11874,11633,14155,15464,15598
MS,Mississippi,16945,17313,17955,16732,15615
IA,Iowa,19597,17058,16900,16303,15627
VA,Virginia,14666,14993,15725,15853,15642
MO,Missouri,24987,21921,20047,18296,15661
IA,Iowa,16316,16310,16181,16843,15663
KY,Kentucky,12740,12823,15060,15416,15678
MN,Minnesota,13404,12425,15301,16202,15697
IL,Illinois,19286,17290,16957,16434,15699
IL,Illinois,18779,16805,16674,15387,15702
GA,Georgia,18403,17408,17266,16930,15709
CO,Colorado,7475,7966,12442,14843,15717
TX,Texas,9594,12665,15335,16801,15719
KS,Kansas,15319,15248,16712,16295,15766
AR,Arkansas,13357,14008,16192,17295,15796
IL,Illinois,17587,16545,16149,16233,15813
TN,Tennessee,8605,8863,11370,14112,15826
AR,Arkansas,14060,13637,15757,17058,15839
VA,Virginia,15632,15987,18419,17434,15849
TN,Tennessee,14901,14524,16537,16489,15864
KS,Kansas,18967,17035,16997,16512,15904
NE,Nebraska,15183,14252,15396,15740,15912
KY,Kentucky,14818,14211,15447,15955,15941
WI,Wisconsin,16783,16307,16866,16157,16027
MN,Minnesota,12161,12802,14996,16239,16032
KY,Kentucky,13973,14803,16582,17056,16037
MO,Missouri,15873,15025,16653,17049,16042
VA,Virginia,,,15859,16408,16070
CA,California,11858,13063,13022,13786,16112
WI,Wisconsin,16556,15940,17243,16644,16113
VA,Virginia,11971,12298,13705,14973,16119
FL,Florida,10166,10252,13442,15535,16147
IN,Indiana,16372,15410,17241,17339,16156
GA,Georgia,4524,6202,10304,14464,16168
IL,Illinois,18059,17241,17151,16760,16179
AR,Arkansas,18447,17457,17774,17415,16216
WI,Wisconsin,13822,14008,15013,15014,16220
TN,Tennessee,13946,13935,16842,17021,16232
GA,Georgia,12318,13147,15154,16633,16251
KY,Kentucky,14121,13998,15569,15860,16293
GA,Georgia,15255,15398,16450,16243,16301
MT,Montana,17985,17654,16673,16096,16309
AL,Alabama,18809,17962,18495,17241,16321
KS,Kansas,18397,16932,16774,16924,16348
MS,Mississippi,17265,17114,18149,17062,16367
CO,Colorado,11799,13617,14966,15445,16376
IA,Iowa,19576,17585,17372,16667,16384
PA,Pennsylvania,17726,16717,18080,17457,16396
MO,Missouri,22945,20928,19760,18956,16434
IN,Indiana,19033,17808,17954,17240,16479
AR,Arkansas,11373,11618,14243,15717,16521
IA,Iowa,18935,16775,16942,17096,16525
WI,Wisconsin,12340,13084,15674,15457,16526
ND,North Dakota,19207,18148,17998,16321,16529
SC,South Carolina,18929,18437,20119,19220,16531
ID,Idaho,14769,13783,15511,16267,16541
IA,Iowa,12597,12483,14019,15679,16548
AZ,Arizona,12557,13844,19715,20489,16557
AR,Arkansas,34772,28838,26445,21757,16568
NM,New Mexico,12566,14764,18078,17866,16595
WI,Wisconsin,17412,16076,16137,16836,16611
WI,Wisconsin,13174,13772,16036,15911,16623
IA,Iowa,15429,14630,15671,16355,16662
OR,Oregon,16134,15317,16741,16134,16668
IL,Illinois,16581,15548,16365,16729,16673
WV,West Virginia,16584,15144,16089,16895,16705
IL,Illinois,16224,14991,17633,17768,16725
IN,Indiana,19604,18129,18261,17392,16752
AR,Arkansas,21646,18944,18418,17997,16755
TX,Texas,14653,15511,16000,16622,16757
FL,Florida,7751,10585,13827,16422,16759
VA,Virginia,17810,16366,16657,17286,16787
ME,Maine,17634,18653,17235,17535,16800
SD,South Dakota,10938,10189,12584,14399,16811
VA,Virginia,11751,12873,15623,17146,16824
AR,Arkansas,11334,12001,16140,16653,16826
AR,Arkansas,20434,19225,19526,17870,16833
IL,Illinois,21943,19181,18735,17707,16835
IL,Illinois,21725,19595,19704,18576,16866
IA,Iowa,21776,19094,18812,17534,16878
GA,Georgia,10466,11648,15050,16276,16883
KY,Kentucky,15634,15603,17080,18306,16888
CO,Colorado,10689,10273,13956,15324,16918
TX,Texas,18192,18634,16361,16921,16932
KY,Kentucky,10853,11579,14792,16912,16953
TX,Texas,17946,17712,18576,17866,16968
MS,Mississippi,22970,21604,21609,19198,17000
WV,West Virginia,18813,17223,16919,16372,17033
IA,Iowa,21098,19054,18678,18129,17043
WV,West Virginia,10711,12128,14943,17541,17063
MO,Missouri,12096,12646,15661,16777,17071
AR,Arkansas,14705,14897,17771,18125,17097
MO,Missouri,14643,14835,16670,17601,17103
MS,Mississippi,17853,18085,19440,17392,17106
KY,Kentucky,17765,16666,16800,17490,17120
CA,California,11108,14302,17130,18251,17131
IA,Iowa,19533,17419,18103,17767,17135
AL,Alabama,15302,15374,16310,17302,17146
AR,Arkansas,116228,21653,20749,19019,17149
MT,Montana,12660,14562,15694,15636,17191
GA,Georgia,16000,16245,17484,17634,17194
VA,Virginia,,,17367,17835,17219
VA,Virginia,,,10290,14273,17219
GA,Georgia,13490,13456,15771,17212,17229
IL,Illinois,17765,17619,18293,17808,17244
AR,Arkansas,14607,14109,17119,17264,17271
NV,Nevada,9434,12844,16106,16528,17285
WI,Wisconsin,17476,17521,17924,18021,17304
TN,Tennessee,12727,12819,15540,17131,17341
AR,Arkansas,17910,17369,18723,18509,17350
CO,Colorado,10338,12661,14872,17148,17358
CO,Colorado,5333,7174,14523,16206,17390
NC,North Carolina,22584,20798,22086,22099,17471
TX,Texas,10952,12854,15657,16612,17478
IA,Iowa,18933,18035,18404,17764,17488
TN,Tennessee,13602,13643,16050,16825,17544
MO,Missouri,17568,15969,18351,18516,17587
VA,Virginia,17647,17473,19407,18490,17608
NE,Nebraska,15789,15450,16496,16750,17609
IL,Illinois,23877,21373,20121,19104,17620
TX,Texas,12313,13625,16470,17187,17642
IA,Iowa,15629,14909,16424,16667,17703
MS,Mississippi,19474,19433,20160,19198,17714
TX,Texas,19480,18488,18297,18583,17725
